anio,provincia,destino,region_destino,valor_musd,total_provincia_musd,participacion_pct,var_interanual_pct,decada,ranking_destino,es_top3,rubro_principal,pp_participacion_pct
2012,Corrientes,Resto,Otros,65.7,239.85,27.39,-11.16,2010s,1,True,Productos primarios,82.64
2012,Corrientes,Brasil,Mercosur,62.96,239.85,26.25,-7.43,2010s,2,True,Productos primarios,82.64
2012,Corrientes,Estados Unidos,América del Norte,22.54,239.85,9.4,28.07,2010s,3,True,Productos primarios,82.64
2012,Corrientes,Chile,América Latina,18.42,239.85,7.68,11.7,2010s,4,False,Productos primarios,82.64
2012,Corrientes,Rusia,Europa,17.01,239.85,7.09,-13.3,2010s,5,False,Productos primarios,82.64
2012,Corrientes,Países Bajos,Europa,16.18,239.85,6.75,-14.35,2010s,6,False,Productos primarios,82.64
2012,Corrientes,Iraq,Asia,13.97,239.85,5.82,-9.87,2010s,7,False,Productos primarios,82.64
2012,Corrientes,España,Europa,8.33,239.85,3.47,-37.27,2010s,8,False,Productos primarios,82.64
2012,Corrientes,Reino Unido,Europa,5.03,239.85,2.1,5.23,2010s,9,False,Productos primarios,82.64
2012,Corrientes,Italia,Europa,4.97,239.85,2.07,-27.55,2010s,10,False,Productos primarios,82.64
2012,Corrientes,Venezuela,América Latina,4.75,239.85,1.98,-80.08,2010s,11,False,Productos primarios,82.64
2013,Corrientes,Resto,Otros,72.25,255.14,28.32,9.97,2010s,1,True,Productos primarios,81.87
2013,Corrientes,Brasil,Mercosur,64.65,255.14,25.34,2.68,2010s,2,True,Productos primarios,81.87
2013,Corrientes,Iraq,Asia,33.68,255.14,13.2,141.09,2010s,3,True,Productos primarios,81.87
2013,Corrientes,Estados Unidos,América del Norte,24.62,255.14,9.65,9.23,2010s,4,False,Productos primarios,81.87
2013,Corrientes,Rusia,Europa,18.12,255.14,7.1,6.53,2010s,5,False,Productos primarios,81.87
2013,Corrientes,Chile,América Latina,15.14,255.14,5.93,-17.81,2010s,6,False,Productos primarios,81.87
2013,Corrientes,Países Bajos,Europa,9.53,255.14,3.74,-41.1,2010s,7,False,Productos primarios,81.87
2013,Corrientes,España,Europa,7.98,255.14,3.13,-4.2,2010s,8,False,Productos primarios,81.87
2013,Corrientes,Italia,Europa,5.8,255.14,2.27,16.7,2010s,9,False,Productos primarios,81.87
2013,Corrientes,Reino Unido,Europa,3.28,255.14,1.29,-34.79,2010s,10,False,Productos primarios,81.87
2013,Corrientes,Venezuela,América Latina,0.09,255.14,0.04,-98.11,2010s,11,False,Productos primarios,81.87
2014,Corrientes,Resto,Otros,64.4,232.93,27.65,-10.87,2010s,1,True,Productos primarios,76.62
2014,Corrientes,Iraq,Asia,46.44,232.93,19.94,37.89,2010s,2,True,Productos primarios,76.62
2014,Corrientes,Brasil,Mercosur,35.34,232.93,15.17,-45.34,2010s,3,True,Productos primarios,76.62
2014,Corrientes,Estados Unidos,América del Norte,25.52,232.93,10.96,3.66,2010s,4,False,Productos primarios,76.62
2014,Corrientes,Rusia,Europa,15.44,232.93,6.63,-14.79,2010s,5,False,Productos primarios,76.62
2014,Corrientes,Chile,América Latina,13.53,232.93,5.81,-10.63,2010s,6,False,Productos primarios,76.62
2014,Corrientes,Venezuela,América Latina,9.83,232.93,4.22,10822.22,2010s,7,False,Productos primarios,76.62
2014,Corrientes,España,Europa,7.73,232.93,3.32,-3.13,2010s,8,False,Productos primarios,76.62
2014,Corrientes,Países Bajos,Europa,6.59,232.93,2.83,-30.85,2010s,9,False,Productos primarios,76.62
2014,Corrientes,Italia,Europa,4.42,232.93,1.9,-23.79,2010s,10,False,Productos primarios,76.62
2014,Corrientes,Reino Unido,Europa,3.7,232.93,1.59,12.8,2010s,11,False,Productos primarios,76.62
2015,Corrientes,Resto,Otros,44.69,157.87,28.31,-30.61,2010s,1,True,Productos primarios,74.22
2015,Corrientes,Iraq,Asia,25.36,157.87,16.06,-45.39,2010s,2,True,Productos primarios,74.22
2015,Corrientes,Estados Unidos,América del Norte,23.97,157.87,15.18,-6.07,2010s,3,True,Productos primarios,74.22
2015,Corrientes,Chile,América Latina,16.31,157.87,10.33,20.55,2010s,4,False,Productos primarios,74.22
2015,Corrientes,Brasil,Mercosur,16.02,157.87,10.15,-54.67,2010s,5,False,Productos primarios,74.22
2015,Corrientes,Rusia,Europa,10.63,157.87,6.73,-31.15,2010s,6,False,Productos primarios,74.22
2015,Corrientes,España,Europa,7.97,157.87,5.05,3.1,2010s,7,False,Productos primarios,74.22
2015,Corrientes,Países Bajos,Europa,5.78,157.87,3.66,-12.29,2010s,8,False,Productos primarios,74.22
2015,Corrientes,Italia,Europa,4.84,157.87,3.07,9.5,2010s,9,False,Productos primarios,74.22
2015,Corrientes,Reino Unido,Europa,2.31,157.87,1.46,-37.57,2010s,10,False,Productos primarios,74.22
2015,Corrientes,Venezuela,América Latina,0.0,157.87,0.0,-100.0,2010s,11,False,Productos primarios,74.22
2016,Corrientes,Resto,Otros,87.99,211.64,41.58,96.89,2010s,1,True,Productos primarios,77.85
2016,Corrientes,Brasil,Mercosur,29.59,211.64,13.98,84.71,2010s,2,True,Productos primarios,77.85
2016,Corrientes,Estados Unidos,América del Norte,24.24,211.64,11.45,1.13,2010s,3,True,Productos primarios,77.85
2016,Corrientes,Chile,América Latina,18.87,211.64,8.92,15.7,2010s,4,False,Productos primarios,77.85
2016,Corrientes,España,Europa,13.83,211.64,6.53,73.53,2010s,5,False,Productos primarios,77.85
2016,Corrientes,Rusia,Europa,12.6,211.64,5.95,18.53,2010s,6,False,Productos primarios,77.85
2016,Corrientes,Países Bajos,Europa,10.13,211.64,4.79,75.26,2010s,7,False,Productos primarios,77.85
2016,Corrientes,Iraq,Asia,6.18,211.64,2.92,-75.63,2010s,8,False,Productos primarios,77.85
2016,Corrientes,Italia,Europa,5.81,211.64,2.75,20.04,2010s,9,False,Productos primarios,77.85
2016,Corrientes,Reino Unido,Europa,2.38,211.64,1.12,3.03,2010s,10,False,Productos primarios,77.85
2016,Corrientes,Venezuela,América Latina,0.0,211.64,0.0,,2010s,11,False,Productos primarios,77.85
2017,Corrientes,Resto,Otros,65.11,204.42,31.85,-26.0,2010s,1,True,Productos primarios,66.68
2017,Corrientes,Brasil,Mercosur,32.11,204.42,15.71,8.52,2010s,2,True,Productos primarios,66.68
2017,Corrientes,Estados Unidos,América del Norte,29.1,204.42,14.24,20.05,2010s,3,True,Productos primarios,66.68
2017,Corrientes,Chile,América Latina,24.32,204.42,11.9,28.88,2010s,4,False,Productos primarios,66.68
2017,Corrientes,Iraq,Asia,16.09,204.42,7.87,160.36,2010s,5,False,Productos primarios,66.68
2017,Corrientes,Rusia,Europa,12.4,204.42,6.07,-1.59,2010s,6,False,Productos primarios,66.68
2017,Corrientes,España,Europa,10.04,204.42,4.91,-27.4,2010s,7,False,Productos primarios,66.68
2017,Corrientes,Países Bajos,Europa,8.12,204.42,3.97,-19.84,2010s,8,False,Productos primarios,66.68
2017,Corrientes,Italia,Europa,5.39,204.42,2.64,-7.23,2010s,9,False,Productos primarios,66.68
2017,Corrientes,Reino Unido,Europa,1.74,204.42,0.85,-26.89,2010s,10,False,Productos primarios,66.68
2017,Corrientes,Venezuela,América Latina,0.0,204.42,0.0,,2010s,11,False,Productos primarios,66.68
2018,Corrientes,Resto,Otros,75.85,222.95,34.02,16.5,2010s,1,True,Productos primarios,59.74
2018,Corrientes,Brasil,Mercosur,41.43,222.95,18.58,29.03,2010s,2,True,Productos primarios,59.74
2018,Corrientes,Estados Unidos,América del Norte,34.02,222.95,15.26,16.91,2010s,3,True,Productos primarios,59.74
2018,Corrientes,Chile,América Latina,22.02,222.95,9.88,-9.46,2010s,4,False,Productos primarios,59.74
2018,Corrientes,Iraq,Asia,13.31,222.95,5.97,-17.28,2010s,5,False,Productos primarios,59.74
2018,Corrientes,España,Europa,13.09,222.95,5.87,30.38,2010s,6,False,Productos primarios,59.74
2018,Corrientes,Países Bajos,Europa,9.05,222.95,4.06,11.45,2010s,7,False,Productos primarios,59.74
2018,Corrientes,Rusia,Europa,6.12,222.95,2.75,-50.65,2010s,8,False,Productos primarios,59.74
2018,Corrientes,Venezuela,América Latina,3.44,222.95,1.54,,2010s,9,False,Productos primarios,59.74
2018,Corrientes,Italia,Europa,2.77,222.95,1.24,-48.61,2010s,10,False,Productos primarios,59.74
2018,Corrientes,Reino Unido,Europa,1.87,222.95,0.84,7.47,2010s,11,False,Productos primarios,59.74
2019,Corrientes,Resto,Otros,93.3,217.41,42.91,23.01,2010s,1,True,Productos primarios,63.27
2019,Corrientes,Estados Unidos,América del Norte,38.33,217.41,17.63,12.67,2010s,2,True,Productos primarios,63.27
2019,Corrientes,Brasil,Mercosur,25.29,217.41,11.63,-38.96,2010s,3,True,Productos primarios,63.27
2019,Corrientes,Chile,América Latina,20.56,217.41,9.46,-6.63,2010s,4,False,Productos primarios,63.27
2019,Corrientes,España,Europa,10.36,217.41,4.77,-20.86,2010s,5,False,Productos primarios,63.27
2019,Corrientes,Venezuela,América Latina,6.89,217.41,3.17,100.29,2010s,6,False,Productos primarios,63.27
2019,Corrientes,Iraq,Asia,6.45,217.41,2.97,-51.54,2010s,7,False,Productos primarios,63.27
2019,Corrientes,Países Bajos,Europa,6.4,217.41,2.94,-29.28,2010s,8,False,Productos primarios,63.27
2019,Corrientes,Rusia,Europa,6.14,217.41,2.82,0.33,2010s,9,False,Productos primarios,63.27
2019,Corrientes,Italia,Europa,2.0,217.41,0.92,-27.8,2010s,10,False,Productos primarios,63.27
2019,Corrientes,Reino Unido,Europa,1.7,217.41,0.78,-9.09,2010s,11,False,Productos primarios,63.27
2020,Corrientes,Brasil,Mercosur,399.14,585.82,68.13,1478.25,2020s,1,True,CyE,21.46
2020,Corrientes,Resto,Otros,91.84,585.82,15.68,-1.56,2020s,2,True,CyE,21.46
2020,Corrientes,Estados Unidos,América del Norte,45.15,585.82,7.71,17.79,2020s,3,True,CyE,21.46
2020,Corrientes,Chile,América Latina,22.45,585.82,3.83,9.19,2020s,4,False,CyE,21.46
2020,Corrientes,España,Europa,11.05,585.82,1.89,6.66,2020s,5,False,CyE,21.46
2020,Corrientes,Rusia,Europa,6.16,585.82,1.05,0.33,2020s,6,False,CyE,21.46
2020,Corrientes,Países Bajos,Europa,5.93,585.82,1.01,-7.34,2020s,7,False,CyE,21.46
2020,Corrientes,Reino Unido,Europa,2.12,585.82,0.36,24.71,2020s,8,False,CyE,21.46
2020,Corrientes,Italia,Europa,1.45,585.82,0.25,-27.5,2020s,9,False,CyE,21.46
2020,Corrientes,Iraq,Asia,0.44,585.82,0.08,-93.18,2020s,10,False,CyE,21.46
2020,Corrientes,Venezuela,América Latina,0.09,585.82,0.02,-98.69,2020s,11,False,CyE,21.46
2021,Corrientes,Resto,Otros,149.94,297.56,50.39,63.26,2020s,1,True,Productos primarios,56.49
2021,Corrientes,Estados Unidos,América del Norte,63.43,297.56,21.32,40.49,2020s,2,True,Productos primarios,56.49
2021,Corrientes,Chile,América Latina,24.84,297.56,8.35,10.65,2020s,3,True,Productos primarios,56.49
2021,Corrientes,Brasil,Mercosur,17.32,297.56,5.82,-95.66,2020s,4,False,Productos primarios,56.49
2021,Corrientes,Países Bajos,Europa,17.04,297.56,5.73,187.35,2020s,5,False,Productos primarios,56.49
2021,Corrientes,España,Europa,11.33,297.56,3.81,2.53,2020s,6,False,Productos primarios,56.49
2021,Corrientes,Rusia,Europa,7.75,297.56,2.6,25.81,2020s,7,False,Productos primarios,56.49
2021,Corrientes,Reino Unido,Europa,4.2,297.56,1.41,98.11,2020s,8,False,Productos primarios,56.49
2021,Corrientes,Italia,Europa,1.53,297.56,0.51,5.52,2020s,9,False,Productos primarios,56.49
2021,Corrientes,Iraq,Asia,0.14,297.56,0.05,-68.18,2020s,10,False,Productos primarios,56.49
2021,Corrientes,Venezuela,América Latina,0.04,297.56,0.01,-55.56,2020s,11,False,Productos primarios,56.49
2022,Corrientes,Resto,Otros,104.24,272.93,38.19,-30.48,2020s,1,True,Productos primarios,54.71
2022,Corrientes,Estados Unidos,América del Norte,69.48,272.93,25.46,9.54,2020s,2,True,Productos primarios,54.71
2022,Corrientes,Chile,América Latina,24.4,272.93,8.94,-1.77,2020s,3,True,Productos primarios,54.71
2022,Corrientes,Brasil,Mercosur,24.07,272.93,8.82,38.97,2020s,4,False,Productos primarios,54.71
2022,Corrientes,España,Europa,23.32,272.93,8.54,105.83,2020s,5,False,Productos primarios,54.71
2022,Corrientes,Países Bajos,Europa,19.2,272.93,7.03,12.68,2020s,6,False,Productos primarios,54.71
2022,Corrientes,Rusia,Europa,4.89,272.93,1.79,-36.9,2020s,7,False,Productos primarios,54.71
2022,Corrientes,Italia,Europa,1.85,272.93,0.68,20.92,2020s,8,False,Productos primarios,54.71
2022,Corrientes,Reino Unido,Europa,1.27,272.93,0.47,-69.76,2020s,9,False,Productos primarios,54.71
2022,Corrientes,Venezuela,América Latina,0.2,272.93,0.07,400.0,2020s,10,False,Productos primarios,54.71
2022,Corrientes,Iraq,Asia,0.03,272.93,0.01,-78.57,2020s,11,False,Productos primarios,54.71
2023,Corrientes,Resto,Otros,104.34,234.31,44.53,0.1,2020s,1,True,Productos primarios,55.43
2023,Corrientes,Estados Unidos,América del Norte,55.13,234.31,23.53,-20.65,2020s,2,True,Productos primarios,55.43
2023,Corrientes,Chile,América Latina,20.02,234.31,8.54,-17.95,2020s,3,True,Productos primarios,55.43
2023,Corrientes,España,Europa,17.7,234.31,7.55,-24.1,2020s,4,False,Productos primarios,55.43
2023,Corrientes,Brasil,Mercosur,16.34,234.31,6.97,-32.11,2020s,5,False,Productos primarios,55.43
2023,Corrientes,Iraq,Asia,7.5,234.31,3.2,24900.0,2020s,6,False,Productos primarios,55.43
2023,Corrientes,Países Bajos,Europa,7.2,234.31,3.07,-62.5,2020s,7,False,Productos primarios,55.43
2023,Corrientes,Rusia,Europa,2.87,234.31,1.22,-41.31,2020s,8,False,Productos primarios,55.43
2023,Corrientes,Italia,Europa,1.78,234.31,0.76,-3.78,2020s,9,False,Productos primarios,55.43
2023,Corrientes,Reino Unido,Europa,1.34,234.31,0.57,5.51,2020s,10,False,Productos primarios,55.43
2023,Corrientes,Venezuela,América Latina,0.07,234.31,0.03,-65.0,2020s,11,False,Productos primarios,55.43
2024,Corrientes,Resto,Otros,110.09,257.76,42.71,5.51,2020s,1,True,Productos primarios,47.29
2024,Corrientes,Estados Unidos,América del Norte,49.57,257.76,19.23,-10.09,2020s,2,True,Productos primarios,47.29
2024,Corrientes,Brasil,Mercosur,27.43,257.76,10.64,67.87,2020s,3,True,Productos primarios,47.29
2024,Corrientes,Chile,América Latina,23.85,257.76,9.25,19.13,2020s,4,False,Productos primarios,47.29
2024,Corrientes,España,Europa,20.67,257.76,8.02,16.78,2020s,5,False,Productos primarios,47.29
2024,Corrientes,Países Bajos,Europa,17.61,257.76,6.83,144.58,2020s,6,False,Productos primarios,47.29
2024,Corrientes,Italia,Europa,3.78,257.76,1.47,112.36,2020s,7,False,Productos primarios,47.29
2024,Corrientes,Rusia,Europa,2.9,257.76,1.13,1.05,2020s,8,False,Productos primarios,47.29
2024,Corrientes,Reino Unido,Europa,1.69,257.76,0.66,26.12,2020s,9,False,Productos primarios,47.29
2024,Corrientes,Iraq,Asia,0.12,257.76,0.05,-98.4,2020s,10,False,Productos primarios,47.29
2024,Corrientes,Venezuela,América Latina,0.07,257.76,0.03,0.0,2020s,11,False,Productos primarios,47.29
1993,Formosa,Brasil,Mercosur,11.97,31.37,38.16,,1990s,1,True,MOI,29.77
1993,Formosa,Estados Unidos,América del Norte,10.35,31.37,32.99,,1990s,2,True,MOI,29.77
1993,Formosa,Resto,Otros,3.76,31.37,11.99,,1990s,3,True,MOI,29.77
1993,Formosa,Paraguay,Mercosur,3.12,31.37,9.95,,1990s,4,False,MOI,29.77
1993,Formosa,España,Europa,0.66,31.37,2.1,,1990s,5,False,MOI,29.77
1993,Formosa,Perú,América Latina,0.56,31.37,1.79,,1990s,6,False,MOI,29.77
1993,Formosa,Chile,América Latina,0.52,31.37,1.66,,1990s,7,False,MOI,29.77
1993,Formosa,Italia,Europa,0.21,31.37,0.67,,1990s,8,False,MOI,29.77
1993,Formosa,China,Asia,0.13,31.37,0.41,,1990s,9,False,MOI,29.77
1993,Formosa,México,América Latina,0.09,31.37,0.29,,1990s,10,False,MOI,29.77
1993,Formosa,Iraq,Asia,0.0,31.37,0.0,,1990s,11,False,MOI,29.77
1994,Formosa,Brasil,Mercosur,14.84,35.04,42.35,23.98,1990s,1,True,Productos primarios,71.28
1994,Formosa,Paraguay,Mercosur,6.21,35.04,17.72,99.04,1990s,2,True,Productos primarios,71.28
1994,Formosa,Resto,Otros,5.28,35.04,15.07,40.43,1990s,3,True,Productos primarios,71.28
1994,Formosa,Chile,América Latina,3.88,35.04,11.07,646.15,1990s,4,False,Productos primarios,71.28
1994,Formosa,Estados Unidos,América del Norte,1.59,35.04,4.54,-84.64,1990s,5,False,Productos primarios,71.28
1994,Formosa,China,Asia,1.3,35.04,3.71,900.0,1990s,6,False,Productos primarios,71.28
1994,Formosa,Perú,América Latina,0.92,35.04,2.63,64.29,1990s,7,False,Productos primarios,71.28
1994,Formosa,España,Europa,0.46,35.04,1.31,-30.3,1990s,8,False,Productos primarios,71.28
1994,Formosa,México,América Latina,0.34,35.04,0.97,277.78,1990s,9,False,Productos primarios,71.28
1994,Formosa,Italia,Europa,0.22,35.04,0.63,4.76,1990s,10,False,Productos primarios,71.28
1994,Formosa,Iraq,Asia,0.0,35.04,0.0,,1990s,11,False,Productos primarios,71.28
1995,Formosa,Resto,Otros,15.13,52.89,28.61,186.55,1990s,1,True,Productos primarios,72.42
1995,Formosa,Brasil,Mercosur,13.73,52.89,25.96,-7.48,1990s,2,True,Productos primarios,72.42
1995,Formosa,Paraguay,Mercosur,10.21,52.89,19.3,64.41,1990s,3,True,Productos primarios,72.42
1995,Formosa,Chile,América Latina,6.68,52.89,12.63,72.16,1990s,4,False,Productos primarios,72.42
1995,Formosa,Estados Unidos,América del Norte,3.06,52.89,5.79,92.45,1990s,5,False,Productos primarios,72.42
1995,Formosa,España,Europa,1.11,52.89,2.1,141.3,1990s,6,False,Productos primarios,72.42
1995,Formosa,China,Asia,1.05,52.89,1.99,-19.23,1990s,7,False,Productos primarios,72.42
1995,Formosa,Perú,América Latina,0.98,52.89,1.85,6.52,1990s,8,False,Productos primarios,72.42
1995,Formosa,Italia,Europa,0.88,52.89,1.66,300.0,1990s,9,False,Productos primarios,72.42
1995,Formosa,México,América Latina,0.06,52.89,0.11,-82.35,1990s,10,False,Productos primarios,72.42
1995,Formosa,Iraq,Asia,0.0,52.89,0.0,,1990s,11,False,Productos primarios,72.42
1996,Formosa,Brasil,Mercosur,18.86,56.17,33.58,37.36,1990s,1,True,Productos primarios,71.22
1996,Formosa,Resto,Otros,14.94,56.17,26.6,-1.26,1990s,2,True,Productos primarios,71.22
1996,Formosa,Paraguay,Mercosur,7.4,56.17,13.17,-27.52,1990s,3,True,Productos primarios,71.22
1996,Formosa,Chile,América Latina,7.05,56.17,12.55,5.54,1990s,4,False,Productos primarios,71.22
1996,Formosa,Estados Unidos,América del Norte,5.73,56.17,10.2,87.25,1990s,5,False,Productos primarios,71.22
1996,Formosa,China,Asia,0.62,56.17,1.1,-40.95,1990s,6,False,Productos primarios,71.22
1996,Formosa,Perú,América Latina,0.58,56.17,1.03,-40.82,1990s,7,False,Productos primarios,71.22
1996,Formosa,España,Europa,0.46,56.17,0.82,-58.56,1990s,8,False,Productos primarios,71.22
1996,Formosa,México,América Latina,0.42,56.17,0.75,600.0,1990s,9,False,Productos primarios,71.22
1996,Formosa,Italia,Europa,0.11,56.17,0.2,-87.5,1990s,10,False,Productos primarios,71.22
1996,Formosa,Iraq,Asia,0.0,56.17,0.0,,1990s,11,False,Productos primarios,71.22
1997,Formosa,Brasil,Mercosur,15.54,43.91,35.39,-17.6,1990s,1,True,Productos primarios,64.59
1997,Formosa,Resto,Otros,10.64,43.91,24.23,-28.78,1990s,2,True,Productos primarios,64.59
1997,Formosa,Chile,América Latina,6.49,43.91,14.78,-7.94,1990s,3,True,Productos primarios,64.59
1997,Formosa,Paraguay,Mercosur,5.77,43.91,13.14,-22.03,1990s,4,False,Productos primarios,64.59
1997,Formosa,Estados Unidos,América del Norte,3.97,43.91,9.04,-30.72,1990s,5,False,Productos primarios,64.59
1997,Formosa,China,Asia,0.56,43.91,1.28,-9.68,1990s,6,False,Productos primarios,64.59
1997,Formosa,España,Europa,0.42,43.91,0.96,-8.7,1990s,7,False,Productos primarios,64.59
1997,Formosa,Perú,América Latina,0.41,43.91,0.93,-29.31,1990s,8,False,Productos primarios,64.59
1997,Formosa,Italia,Europa,0.11,43.91,0.25,0.0,1990s,9,False,Productos primarios,64.59
1997,Formosa,México,América Latina,0.02,43.91,0.05,-95.24,1990s,10,False,Productos primarios,64.59
1997,Formosa,Iraq,Asia,0.0,43.91,0.0,,1990s,11,False,Productos primarios,64.59
1998,Formosa,Brasil,Mercosur,13.8,29.88,46.18,-11.2,1990s,1,True,Productos primarios,63.3
1998,Formosa,Chile,América Latina,5.3,29.88,17.74,-18.34,1990s,2,True,Productos primarios,63.3
1998,Formosa,Resto,Otros,4.89,29.88,16.37,-54.04,1990s,3,True,Productos primarios,63.3
1998,Formosa,Estados Unidos,América del Norte,2.8,29.88,9.37,-29.47,1990s,4,False,Productos primarios,63.3
1998,Formosa,Paraguay,Mercosur,0.66,29.88,2.21,-88.56,1990s,5,False,Productos primarios,63.3
1998,Formosa,Perú,América Latina,0.6,29.88,2.01,46.34,1990s,6,False,Productos primarios,63.3
1998,Formosa,China,Asia,0.54,29.88,1.81,-3.57,1990s,7,False,Productos primarios,63.3
1998,Formosa,Italia,Europa,0.5,29.88,1.67,354.55,1990s,8,False,Productos primarios,63.3
1998,Formosa,España,Europa,0.48,29.88,1.61,14.29,1990s,9,False,Productos primarios,63.3
1998,Formosa,México,América Latina,0.31,29.88,1.04,1450.0,1990s,10,False,Productos primarios,63.3
1998,Formosa,Iraq,Asia,0.0,29.88,0.0,,1990s,11,False,Productos primarios,63.3
1999,Formosa,Brasil,Mercosur,7.91,20.64,38.32,-42.68,1990s,1,True,CyE,44.47
1999,Formosa,Chile,América Latina,5.55,20.64,26.89,4.72,1990s,2,True,CyE,44.47
1999,Formosa,Estados Unidos,América del Norte,3.55,20.64,17.2,26.79,1990s,3,True,CyE,44.47
1999,Formosa,Resto,Otros,1.65,20.64,7.99,-66.26,1990s,4,False,CyE,44.47
1999,Formosa,Paraguay,Mercosur,1.03,20.64,4.99,56.06,1990s,5,False,CyE,44.47
1999,Formosa,España,Europa,0.44,20.64,2.13,-8.33,1990s,6,False,CyE,44.47
1999,Formosa,México,América Latina,0.36,20.64,1.74,16.13,1990s,7,False,CyE,44.47
1999,Formosa,Italia,Europa,0.08,20.64,0.39,-84.0,1990s,8,False,CyE,44.47
1999,Formosa,China,Asia,0.06,20.64,0.29,-88.89,1990s,9,False,CyE,44.47
1999,Formosa,Iraq,Asia,0.0,20.64,0.0,,1990s,10,False,CyE,44.47
1999,Formosa,Perú,América Latina,0.0,20.64,0.0,-100.0,1990s,11,False,CyE,44.47
2000,Formosa,Chile,América Latina,8.56,18.92,45.24,54.23,2000s,1,True,CyE,8.29
2000,Formosa,Resto,Otros,5.31,18.92,28.07,221.82,2000s,2,True,CyE,8.29
2000,Formosa,Estados Unidos,América del Norte,4.09,18.92,21.62,15.21,2000s,3,True,CyE,8.29
2000,Formosa,Paraguay,Mercosur,0.52,18.92,2.75,-49.51,2000s,4,False,CyE,8.29
2000,Formosa,España,Europa,0.38,18.92,2.01,-13.64,2000s,5,False,CyE,8.29
2000,Formosa,Italia,Europa,0.06,18.92,0.32,-25.0,2000s,6,False,CyE,8.29
2000,Formosa,Brasil,Mercosur,0.0,18.92,0.0,-100.0,2000s,7,False,CyE,8.29
2000,Formosa,China,Asia,0.0,18.92,0.0,-100.0,2000s,8,False,CyE,8.29
2000,Formosa,Iraq,Asia,0.0,18.92,0.0,,2000s,9,False,CyE,8.29
2000,Formosa,México,América Latina,0.0,18.92,0.0,-100.0,2000s,10,False,CyE,8.29
2000,Formosa,Perú,América Latina,0.0,18.92,0.0,,2000s,11,False,CyE,8.29
2001,Formosa,Chile,América Latina,7.7,16.71,46.08,-10.05,2000s,1,True,CyE,19.29
2001,Formosa,Brasil,Mercosur,3.58,16.71,21.42,,2000s,2,True,CyE,19.29
2001,Formosa,Estados Unidos,América del Norte,2.85,16.71,17.06,-30.32,2000s,3,True,CyE,19.29
2001,Formosa,Resto,Otros,0.82,16.71,4.91,-84.56,2000s,4,False,CyE,19.29
2001,Formosa,Perú,América Latina,0.74,16.71,4.43,,2000s,5,False,CyE,19.29
2001,Formosa,España,Europa,0.4,16.71,2.39,5.26,2000s,6,False,CyE,19.29
2001,Formosa,Paraguay,Mercosur,0.3,16.71,1.8,-42.31,2000s,7,False,CyE,19.29
2001,Formosa,China,Asia,0.19,16.71,1.14,,2000s,8,False,CyE,19.29
2001,Formosa,Italia,Europa,0.13,16.71,0.78,116.67,2000s,9,False,CyE,19.29
2001,Formosa,Iraq,Asia,0.0,16.71,0.0,,2000s,10,False,CyE,19.29
2001,Formosa,México,América Latina,0.0,16.71,0.0,,2000s,11,False,CyE,19.29
2002,Formosa,Chile,América Latina,8.55,17.79,48.06,11.04,2000s,1,True,CyE,16.43
2002,Formosa,Estados Unidos,América del Norte,3.84,17.79,21.59,34.74,2000s,2,True,CyE,16.43
2002,Formosa,Brasil,Mercosur,2.41,17.79,13.55,-32.68,2000s,3,True,CyE,16.43
2002,Formosa,Resto,Otros,0.74,17.79,4.16,-9.76,2000s,4,False,CyE,16.43
2002,Formosa,España,Europa,0.72,17.79,4.05,80.0,2000s,5,False,CyE,16.43
2002,Formosa,Italia,Europa,0.62,17.79,3.49,376.92,2000s,6,False,CyE,16.43
2002,Formosa,Perú,América Latina,0.58,17.79,3.26,-21.62,2000s,7,False,CyE,16.43
2002,Formosa,Paraguay,Mercosur,0.33,17.79,1.85,10.0,2000s,8,False,CyE,16.43
2002,Formosa,China,Asia,0.0,17.79,0.0,-100.0,2000s,9,False,CyE,16.43
2002,Formosa,Iraq,Asia,0.0,17.79,0.0,,2000s,10,False,CyE,16.43
2002,Formosa,México,América Latina,0.0,17.79,0.0,,2000s,11,False,CyE,16.43
2003,Formosa,Chile,América Latina,8.85,19.1,46.34,3.51,2000s,1,True,CyE,12.88
2003,Formosa,Estados Unidos,América del Norte,4.17,19.1,21.83,8.59,2000s,2,True,CyE,12.88
2003,Formosa,Resto,Otros,2.42,19.1,12.67,227.03,2000s,3,True,CyE,12.88
2003,Formosa,Brasil,Mercosur,2.24,19.1,11.73,-7.05,2000s,4,False,CyE,12.88
2003,Formosa,México,América Latina,0.41,19.1,2.15,,2000s,5,False,CyE,12.88
2003,Formosa,España,Europa,0.36,19.1,1.88,-50.0,2000s,6,False,CyE,12.88
2003,Formosa,Paraguay,Mercosur,0.28,19.1,1.47,-15.15,2000s,7,False,CyE,12.88
2003,Formosa,Italia,Europa,0.23,19.1,1.2,-62.9,2000s,8,False,CyE,12.88
2003,Formosa,China,Asia,0.11,19.1,0.58,,2000s,9,False,CyE,12.88
2003,Formosa,Perú,América Latina,0.02,19.1,0.1,-96.55,2000s,10,False,CyE,12.88
2003,Formosa,Iraq,Asia,0.0,19.1,0.0,,2000s,11,False,CyE,12.88
2004,Formosa,Chile,América Latina,8.17,19.46,41.98,-7.68,2000s,1,True,CyE,22.17
2004,Formosa,Estados Unidos,América del Norte,4.99,19.46,25.64,19.66,2000s,2,True,CyE,22.17
