anio,provincia,destino,region_destino,valor_musd,total_provincia_musd,participacion_pct,var_interanual_pct,decada,ranking_destino,es_top3,rubro_principal,pp_participacion_pct
2004,Formosa,Brasil,Mercosur,2.89,19.46,14.85,29.02,2000s,3,True,CyE,22.17
2004,Formosa,China,Asia,1.34,19.46,6.89,1118.18,2000s,4,False,CyE,22.17
2004,Formosa,Resto,Otros,1.3,19.46,6.68,-46.28,2000s,5,False,CyE,22.17
2004,Formosa,Paraguay,Mercosur,0.35,19.46,1.8,25.0,2000s,6,False,CyE,22.17
2004,Formosa,Italia,Europa,0.22,19.46,1.13,-4.35,2000s,7,False,CyE,22.17
2004,Formosa,España,Europa,0.16,19.46,0.82,-55.56,2000s,8,False,CyE,22.17
2004,Formosa,Perú,América Latina,0.04,19.46,0.21,100.0,2000s,9,False,CyE,22.17
2004,Formosa,México,América Latina,0.01,19.46,0.05,-97.56,2000s,10,False,CyE,22.17
2004,Formosa,Iraq,Asia,0.0,19.46,0.0,,2000s,11,False,CyE,22.17
2005,Formosa,Chile,América Latina,13.23,33.02,40.07,61.93,2000s,1,True,CyE,18.16
2005,Formosa,Estados Unidos,América del Norte,8.92,33.02,27.01,78.76,2000s,2,True,CyE,18.16
2005,Formosa,Resto,Otros,4.08,33.02,12.36,213.85,2000s,3,True,CyE,18.16
2005,Formosa,Brasil,Mercosur,2.65,33.02,8.03,-8.3,2000s,4,False,CyE,18.16
2005,Formosa,China,Asia,2.33,33.02,7.06,73.88,2000s,5,False,CyE,18.16
2005,Formosa,Italia,Europa,0.67,33.02,2.03,204.55,2000s,6,False,CyE,18.16
2005,Formosa,Paraguay,Mercosur,0.35,33.02,1.06,0.0,2000s,7,False,CyE,18.16
2005,Formosa,Perú,América Latina,0.3,33.02,0.91,650.0,2000s,8,False,CyE,18.16
2005,Formosa,España,Europa,0.27,33.02,0.82,68.75,2000s,9,False,CyE,18.16
2005,Formosa,México,América Latina,0.24,33.02,0.73,2300.0,2000s,10,False,CyE,18.16
2005,Formosa,Iraq,Asia,0.0,33.02,0.0,,2000s,11,False,CyE,18.16
2006,Formosa,China,Asia,8.98,39.03,23.01,285.41,2000s,1,True,CyE,15.42
2006,Formosa,Estados Unidos,América del Norte,8.69,39.03,22.26,-2.58,2000s,2,True,CyE,15.42
2006,Formosa,Chile,América Latina,7.31,39.03,18.73,-44.75,2000s,3,True,CyE,15.42
2006,Formosa,Resto,Otros,6.51,39.03,16.68,59.56,2000s,4,False,CyE,15.42
2006,Formosa,Brasil,Mercosur,2.89,39.03,7.4,9.06,2000s,5,False,CyE,15.42
2006,Formosa,Italia,Europa,1.86,39.03,4.77,177.61,2000s,6,False,CyE,15.42
2006,Formosa,México,América Latina,0.98,39.03,2.51,308.33,2000s,7,False,CyE,15.42
2006,Formosa,Paraguay,Mercosur,0.69,39.03,1.77,97.14,2000s,8,False,CyE,15.42
2006,Formosa,España,Europa,0.46,39.03,1.18,70.37,2000s,9,False,CyE,15.42
2006,Formosa,Perú,América Latina,0.41,39.03,1.05,36.67,2000s,10,False,CyE,15.42
2006,Formosa,Iraq,Asia,0.24,39.03,0.61,,2000s,11,False,CyE,15.42
2007,Formosa,Estados Unidos,América del Norte,9.25,29.21,31.67,6.44,2000s,1,True,CyE,27.17
2007,Formosa,China,Asia,5.11,29.21,17.49,-43.1,2000s,2,True,CyE,27.17
2007,Formosa,Resto,Otros,5.09,29.21,17.43,-21.81,2000s,3,True,CyE,27.17
2007,Formosa,Brasil,Mercosur,3.72,29.21,12.74,28.72,2000s,4,False,CyE,27.17
2007,Formosa,Chile,América Latina,2.6,29.21,8.9,-64.43,2000s,5,False,CyE,27.17
2007,Formosa,Italia,Europa,1.24,29.21,4.25,-33.33,2000s,6,False,CyE,27.17
2007,Formosa,España,Europa,0.64,29.21,2.19,39.13,2000s,7,False,CyE,27.17
2007,Formosa,Perú,América Latina,0.46,29.21,1.57,12.2,2000s,8,False,CyE,27.17
2007,Formosa,Paraguay,Mercosur,0.41,29.21,1.4,-40.58,2000s,9,False,CyE,27.17
2007,Formosa,México,América Latina,0.35,29.21,1.2,-64.29,2000s,10,False,CyE,27.17
2007,Formosa,Iraq,Asia,0.33,29.21,1.13,37.5,2000s,11,False,CyE,27.17
2008,Formosa,Resto,Otros,7.23,25.06,28.85,42.04,2000s,1,True,MOA,29.46
2008,Formosa,Estados Unidos,América del Norte,6.09,25.06,24.3,-34.16,2000s,2,True,MOA,29.46
2008,Formosa,Brasil,Mercosur,3.3,25.06,13.17,-11.29,2000s,3,True,MOA,29.46
2008,Formosa,China,Asia,2.82,25.06,11.25,-44.81,2000s,4,False,MOA,29.46
2008,Formosa,Chile,América Latina,1.77,25.06,7.06,-31.92,2000s,5,False,MOA,29.46
2008,Formosa,Italia,Europa,1.23,25.06,4.91,-0.81,2000s,6,False,MOA,29.46
2008,Formosa,Paraguay,Mercosur,0.82,25.06,3.27,100.0,2000s,7,False,MOA,29.46
2008,Formosa,España,Europa,0.52,25.06,2.08,-18.75,2000s,8,False,MOA,29.46
2008,Formosa,Perú,América Latina,0.48,25.06,1.92,4.35,2000s,9,False,MOA,29.46
2008,Formosa,México,América Latina,0.45,25.06,1.8,28.57,2000s,10,False,MOA,29.46
2008,Formosa,Iraq,Asia,0.35,25.06,1.4,6.06,2000s,11,False,MOA,29.46
2009,Formosa,Resto,Otros,7.04,29.45,23.9,-2.63,2000s,1,True,CyE,33.93
2009,Formosa,Chile,América Latina,6.21,29.45,21.09,250.85,2000s,2,True,CyE,33.93
2009,Formosa,Estados Unidos,América del Norte,6.05,29.45,20.54,-0.66,2000s,3,True,CyE,33.93
2009,Formosa,Brasil,Mercosur,5.23,29.45,17.76,58.48,2000s,4,False,CyE,33.93
2009,Formosa,China,Asia,1.41,29.45,4.79,-50.0,2000s,5,False,CyE,33.93
2009,Formosa,Iraq,Asia,1.12,29.45,3.8,220.0,2000s,6,False,CyE,33.93
2009,Formosa,Paraguay,Mercosur,0.72,29.45,2.44,-12.2,2000s,7,False,CyE,33.93
2009,Formosa,Italia,Europa,0.72,29.45,2.44,-41.46,2000s,8,False,CyE,33.93
2009,Formosa,España,Europa,0.51,29.45,1.73,-1.92,2000s,9,False,CyE,33.93
2009,Formosa,Perú,América Latina,0.41,29.45,1.39,-14.58,2000s,10,False,CyE,33.93
2009,Formosa,México,América Latina,0.03,29.45,0.1,-93.33,2000s,11,False,CyE,33.93
2010,Formosa,Resto,Otros,8.61,35.98,23.93,22.3,2010s,1,True,CyE,27.63
2010,Formosa,Estados Unidos,América del Norte,8.19,35.98,22.76,35.37,2010s,2,True,CyE,27.63
2010,Formosa,Brasil,Mercosur,5.88,35.98,16.34,12.43,2010s,3,True,CyE,27.63
2010,Formosa,Chile,América Latina,5.38,35.98,14.95,-13.37,2010s,4,False,CyE,27.63
2010,Formosa,China,Asia,4.55,35.98,12.65,222.7,2010s,5,False,CyE,27.63
2010,Formosa,México,América Latina,1.07,35.98,2.97,3466.67,2010s,6,False,CyE,27.63
2010,Formosa,Paraguay,Mercosur,0.71,35.98,1.97,-1.39,2010s,7,False,CyE,27.63
2010,Formosa,Italia,Europa,0.7,35.98,1.95,-2.78,2010s,8,False,CyE,27.63
2010,Formosa,Perú,América Latina,0.47,35.98,1.31,14.63,2010s,9,False,CyE,27.63
2010,Formosa,España,Europa,0.42,35.98,1.17,-17.65,2010s,10,False,CyE,27.63
2010,Formosa,Iraq,Asia,0.0,35.98,0.0,-100.0,2010s,11,False,CyE,27.63
2011,Formosa,Resto,Otros,11.75,40.04,29.35,36.47,2010s,1,True,Productos primarios,41.19
2011,Formosa,Brasil,Mercosur,7.5,40.04,18.73,27.55,2010s,2,True,Productos primarios,41.19
2011,Formosa,Estados Unidos,América del Norte,6.88,40.04,17.18,-16.0,2010s,3,True,Productos primarios,41.19
2011,Formosa,Chile,América Latina,4.61,40.04,11.51,-14.31,2010s,4,False,Productos primarios,41.19
2011,Formosa,China,Asia,4.22,40.04,10.54,-7.25,2010s,5,False,Productos primarios,41.19
2011,Formosa,Iraq,Asia,1.12,40.04,2.8,,2010s,6,False,Productos primarios,41.19
2011,Formosa,España,Europa,0.95,40.04,2.37,126.19,2010s,7,False,Productos primarios,41.19
2011,Formosa,Italia,Europa,0.88,40.04,2.2,25.71,2010s,8,False,Productos primarios,41.19
2011,Formosa,México,América Latina,0.84,40.04,2.1,-21.5,2010s,9,False,Productos primarios,41.19
2011,Formosa,Paraguay,Mercosur,0.78,40.04,1.95,9.86,2010s,10,False,Productos primarios,41.19
2011,Formosa,Perú,América Latina,0.5,40.04,1.25,6.38,2010s,11,False,Productos primarios,41.19
2012,Formosa,Resto,Otros,11.99,44.84,26.74,2.04,2010s,1,True,MOA,28.99
2012,Formosa,Estados Unidos,América del Norte,8.16,44.84,18.2,18.6,2010s,2,True,MOA,28.99
2012,Formosa,Brasil,Mercosur,7.27,44.84,16.21,-3.07,2010s,3,True,MOA,28.99
2012,Formosa,Chile,América Latina,6.03,44.84,13.45,30.8,2010s,4,False,MOA,28.99
2012,Formosa,China,Asia,4.87,44.84,10.86,15.4,2010s,5,False,MOA,28.99
2012,Formosa,México,América Latina,1.64,44.84,3.66,95.24,2010s,6,False,MOA,28.99
2012,Formosa,Italia,Europa,1.45,44.84,3.23,64.77,2010s,7,False,MOA,28.99
2012,Formosa,Iraq,Asia,1.13,44.84,2.52,0.89,2010s,8,False,MOA,28.99
2012,Formosa,Perú,América Latina,1.11,44.84,2.48,122.0,2010s,9,False,MOA,28.99
2012,Formosa,Paraguay,Mercosur,0.75,44.84,1.67,-3.85,2010s,10,False,MOA,28.99
2012,Formosa,España,Europa,0.44,44.84,0.98,-53.68,2010s,11,False,MOA,28.99
2013,Formosa,Resto,Otros,10.7,37.03,28.9,-10.76,2010s,1,True,MOA,31.05
2013,Formosa,Brasil,Mercosur,7.09,37.03,19.15,-2.48,2010s,2,True,MOA,31.05
2013,Formosa,Estados Unidos,América del Norte,5.56,37.03,15.01,-31.86,2010s,3,True,MOA,31.05
2013,Formosa,China,Asia,4.3,37.03,11.61,-11.7,2010s,4,False,MOA,31.05
2013,Formosa,Chile,América Latina,3.24,37.03,8.75,-46.27,2010s,5,False,MOA,31.05
2013,Formosa,Iraq,Asia,2.42,37.03,6.54,114.16,2010s,6,False,MOA,31.05
2013,Formosa,México,América Latina,1.15,37.03,3.11,-29.88,2010s,7,False,MOA,31.05
2013,Formosa,Perú,América Latina,0.87,37.03,2.35,-21.62,2010s,8,False,MOA,31.05
2013,Formosa,Italia,Europa,0.79,37.03,2.13,-45.52,2010s,9,False,MOA,31.05
2013,Formosa,Paraguay,Mercosur,0.61,37.03,1.65,-18.67,2010s,10,False,MOA,31.05
2013,Formosa,España,Europa,0.29,37.03,0.78,-34.09,2010s,11,False,MOA,31.05
2014,Formosa,Resto,Otros,10.73,34.83,30.81,0.28,2010s,1,True,MOA,34.43
2014,Formosa,Estados Unidos,América del Norte,8.53,34.83,24.49,53.42,2010s,2,True,MOA,34.43
2014,Formosa,Brasil,Mercosur,5.78,34.83,16.59,-18.48,2010s,3,True,MOA,34.43
2014,Formosa,Iraq,Asia,3.72,34.83,10.68,53.72,2010s,4,False,MOA,34.43
2014,Formosa,China,Asia,1.96,34.83,5.63,-54.42,2010s,5,False,MOA,34.43
2014,Formosa,México,América Latina,1.32,34.83,3.79,14.78,2010s,6,False,MOA,34.43
2014,Formosa,Chile,América Latina,1.07,34.83,3.07,-66.98,2010s,7,False,MOA,34.43
2014,Formosa,Paraguay,Mercosur,0.74,34.83,2.12,21.31,2010s,8,False,MOA,34.43
2014,Formosa,Perú,América Latina,0.49,34.83,1.41,-43.68,2010s,9,False,MOA,34.43
2014,Formosa,España,Europa,0.26,34.83,0.75,-10.34,2010s,10,False,MOA,34.43
2014,Formosa,Italia,Europa,0.24,34.83,0.69,-69.62,2010s,11,False,MOA,34.43
2015,Formosa,Resto,Otros,8.72,23.8,36.64,-18.73,2010s,1,True,MOA,22.95
2015,Formosa,Brasil,Mercosur,5.34,23.8,22.44,-7.61,2010s,2,True,MOA,22.95
2015,Formosa,Estados Unidos,América del Norte,3.0,23.8,12.61,-64.83,2010s,3,True,MOA,22.95
2015,Formosa,Iraq,Asia,1.53,23.8,6.43,-58.87,2010s,4,False,MOA,22.95
2015,Formosa,China,Asia,1.38,23.8,5.8,-29.59,2010s,5,False,MOA,22.95
2015,Formosa,Italia,Europa,1.29,23.8,5.42,437.5,2010s,6,False,MOA,22.95
2015,Formosa,México,América Latina,0.89,23.8,3.74,-32.58,2010s,7,False,MOA,22.95
2015,Formosa,Chile,América Latina,0.67,23.8,2.82,-37.38,2010s,8,False,MOA,22.95
2015,Formosa,Paraguay,Mercosur,0.43,23.8,1.81,-41.89,2010s,9,False,MOA,22.95
2015,Formosa,España,Europa,0.38,23.8,1.6,46.15,2010s,10,False,MOA,22.95
2015,Formosa,Perú,América Latina,0.17,23.8,0.71,-65.31,2010s,11,False,MOA,22.95
2016,Formosa,Resto,Otros,7.73,21.67,35.67,-11.35,2010s,1,True,MOA,31.59
2016,Formosa,Brasil,Mercosur,5.36,21.67,24.73,0.37,2010s,2,True,MOA,31.59
2016,Formosa,Estados Unidos,América del Norte,3.7,21.67,17.07,23.33,2010s,3,True,MOA,31.59
2016,Formosa,China,Asia,2.22,21.67,10.24,60.87,2010s,4,False,MOA,31.59
2016,Formosa,Chile,América Latina,0.72,21.67,3.32,7.46,2010s,5,False,MOA,31.59
2016,Formosa,México,América Latina,0.52,21.67,2.4,-41.57,2010s,6,False,MOA,31.59
2016,Formosa,Paraguay,Mercosur,0.43,21.67,1.98,0.0,2010s,7,False,MOA,31.59
2016,Formosa,Iraq,Asia,0.3,21.67,1.38,-80.39,2010s,8,False,MOA,31.59
2016,Formosa,Perú,América Latina,0.28,21.67,1.29,64.71,2010s,9,False,MOA,31.59
2016,Formosa,España,Europa,0.22,21.67,1.02,-42.11,2010s,10,False,MOA,31.59
2016,Formosa,Italia,Europa,0.18,21.67,0.83,-86.05,2010s,11,False,MOA,31.59
2017,Formosa,Brasil,Mercosur,6.78,21.07,32.18,26.49,2010s,1,True,Productos primarios,57.9
2017,Formosa,Resto,Otros,4.58,21.07,21.74,-40.75,2010s,2,True,Productos primarios,57.9
2017,Formosa,Estados Unidos,América del Norte,3.96,21.07,18.79,7.03,2010s,3,True,Productos primarios,57.9
2017,Formosa,China,Asia,2.52,21.07,11.96,13.51,2010s,4,False,Productos primarios,57.9
2017,Formosa,Chile,América Latina,0.99,21.07,4.7,37.5,2010s,5,False,Productos primarios,57.9
2017,Formosa,Iraq,Asia,0.8,21.07,3.8,166.67,2010s,6,False,Productos primarios,57.9
2017,Formosa,Paraguay,Mercosur,0.41,21.07,1.95,-4.65,2010s,7,False,Productos primarios,57.9
2017,Formosa,México,América Latina,0.38,21.07,1.8,-26.92,2010s,8,False,Productos primarios,57.9
2017,Formosa,Italia,Europa,0.28,21.07,1.33,55.56,2010s,9,False,Productos primarios,57.9
2017,Formosa,España,Europa,0.21,21.07,1.0,-4.55,2010s,10,False,Productos primarios,57.9
2017,Formosa,Perú,América Latina,0.16,21.07,0.76,-42.86,2010s,11,False,Productos primarios,57.9
2018,Formosa,Resto,Otros,35.97,66.82,53.83,685.37,2010s,1,True,Productos primarios,47.41
2018,Formosa,Estados Unidos,América del Norte,9.84,66.82,14.73,148.48,2010s,2,True,Productos primarios,47.41
2018,Formosa,Brasil,Mercosur,8.56,66.82,12.81,26.25,2010s,3,True,Productos primarios,47.41
2018,Formosa,China,Asia,5.34,66.82,7.99,111.9,2010s,4,False,Productos primarios,47.41
2018,Formosa,Chile,América Latina,4.0,66.82,5.99,304.04,2010s,5,False,Productos primarios,47.41
2018,Formosa,Iraq,Asia,1.0,66.82,1.5,25.0,2010s,6,False,Productos primarios,47.41
2018,Formosa,Paraguay,Mercosur,0.61,66.82,0.91,48.78,2010s,7,False,Productos primarios,47.41
2018,Formosa,España,Europa,0.47,66.82,0.7,123.81,2010s,8,False,Productos primarios,47.41
2018,Formosa,México,América Latina,0.45,66.82,0.67,18.42,2010s,9,False,Productos primarios,47.41
2018,Formosa,Perú,América Latina,0.41,66.82,0.61,156.25,2010s,10,False,Productos primarios,47.41
2018,Formosa,Italia,Europa,0.16,66.82,0.24,-42.86,2010s,11,False,Productos primarios,47.41
2019,Formosa,Resto,Otros,47.53,80.16,59.29,32.14,2010s,1,True,Productos primarios,74.48
2019,Formosa,China,Asia,7.88,80.16,9.83,47.57,2010s,2,True,Productos primarios,74.48
2019,Formosa,Estados Unidos,América del Norte,7.78,80.16,9.71,-20.93,2010s,3,True,Productos primarios,74.48
2019,Formosa,Brasil,Mercosur,7.4,80.16,9.23,-13.55,2010s,4,False,Productos primarios,74.48
2019,Formosa,Chile,América Latina,3.91,80.16,4.88,-2.25,2010s,5,False,Productos primarios,74.48
2019,Formosa,Perú,América Latina,3.22,80.16,4.02,685.37,2010s,6,False,Productos primarios,74.48
2019,Formosa,España,Europa,0.73,80.16,0.91,55.32,2010s,7,False,Productos primarios,74.48
2019,Formosa,Iraq,Asia,0.61,80.16,0.76,-39.0,2010s,8,False,Productos primarios,74.48
2019,Formosa,México,América Latina,0.53,80.16,0.66,17.78,2010s,9,False,Productos primarios,74.48
2019,Formosa,Paraguay,Mercosur,0.43,80.16,0.54,-29.51,2010s,10,False,Productos primarios,74.48
2019,Formosa,Italia,Europa,0.14,80.16,0.17,-12.5,2010s,11,False,Productos primarios,74.48
2020,Formosa,Resto,Otros,14.26,30.45,46.83,-70.0,2020s,1,True,Productos primarios,53.63
2020,Formosa,Brasil,Mercosur,6.04,30.45,19.84,-18.38,2020s,2,True,Productos primarios,53.63
2020,Formosa,Estados Unidos,América del Norte,2.79,30.45,9.16,-64.14,2020s,3,True,Productos primarios,53.63
2020,Formosa,China,Asia,2.64,30.45,8.67,-66.5,2020s,4,False,Productos primarios,53.63
2020,Formosa,Chile,América Latina,2.3,30.45,7.55,-41.18,2020s,5,False,Productos primarios,53.63
2020,Formosa,Perú,América Latina,0.63,30.45,2.07,-80.43,2020s,6,False,Productos primarios,53.63
2020,Formosa,España,Europa,0.6,30.45,1.97,-17.81,2020s,7,False,Productos primarios,53.63
2020,Formosa,Paraguay,Mercosur,0.54,30.45,1.77,25.58,2020s,8,False,Productos primarios,53.63
2020,Formosa,México,América Latina,0.54,30.45,1.77,1.89,2020s,9,False,Productos primarios,53.63
2020,Formosa,Italia,Europa,0.07,30.45,0.23,-50.0,2020s,10,False,Productos primarios,53.63
2020,Formosa,Iraq,Asia,0.04,30.45,0.13,-93.44,2020s,11,False,Productos primarios,53.63
2021,Formosa,Resto,Otros,21.24,40.96,51.86,48.95,2020s,1,True,Productos primarios,60.76
2021,Formosa,Estados Unidos,América del Norte,6.4,40.96,15.62,129.39,2020s,2,True,Productos primarios,60.76
2021,Formosa,China,Asia,4.25,40.96,10.38,60.98,2020s,3,True,Productos primarios,60.76
2021,Formosa,Brasil,Mercosur,3.59,40.96,8.76,-40.56,2020s,4,False,Productos primarios,60.76
2021,Formosa,Chile,América Latina,2.58,40.96,6.3,12.17,2020s,5,False,Productos primarios,60.76
2021,Formosa,España,Europa,0.93,40.96,2.27,55.0,2020s,6,False,Productos primarios,60.76
2021,Formosa,Perú,América Latina,0.85,40.96,2.08,34.92,2020s,7,False,Productos primarios,60.76
2021,Formosa,México,América Latina,0.68,40.96,1.66,25.93,2020s,8,False,Productos primarios,60.76
2021,Formosa,Paraguay,Mercosur,0.34,40.96,0.83,-37.04,2020s,9,False,Productos primarios,60.76
2021,Formosa,Italia,Europa,0.07,40.96,0.17,0.0,2020s,10,False,Productos primarios,60.76
2021,Formosa,Iraq,Asia,0.03,40.96,0.07,-25.0,2020s,11,False,Productos primarios,60.76
2022,Formosa,Resto,Otros,22.46,59.13,37.98,5.74,2020s,1,True,Productos primarios,36.9
2022,Formosa,Estados Unidos,América del Norte,12.59,59.13,21.29,96.72,2020s,2,True,Productos primarios,36.9
2022,Formosa,Brasil,Mercosur,7.15,59.13,12.09,99.16,2020s,3,True,Productos primarios,36.9
2022,Formosa,China,Asia,6.45,59.13,10.91,51.76,2020s,4,False,Productos primarios,36.9
2022,Formosa,México,América Latina,3.37,59.13,5.7,395.59,2020s,5,False,Productos primarios,36.9
2022,Formosa,Chile,América Latina,2.8,59.13,4.74,8.53,2020s,6,False,Productos primarios,36.9
2022,Formosa,España,Europa,1.96,59.13,3.31,110.75,2020s,7,False,Productos primarios,36.9
2022,Formosa,Italia,Europa,1.08,59.13,1.83,1442.86,2020s,8,False,Productos primarios,36.9
2022,Formosa,Perú,América Latina,1.0,59.13,1.69,17.65,2020s,9,False,Productos primarios,36.9
2022,Formosa,Paraguay,Mercosur,0.27,59.13,0.46,-20.59,2020s,10,False,Productos primarios,36.9
2022,Formosa,Iraq,Asia,0.02,59.13,0.03,-33.33,2020s,11,False,Productos primarios,36.9
2023,Formosa,Resto,Otros,7.77,20.64,37.65,-65.41,2020s,1,True,Productos primarios,68.11
2023,Formosa,Brasil,Mercosur,6.07,20.64,29.41,-15.1,2020s,2,True,Productos primarios,68.11
2023,Formosa,China,Asia,1.61,20.64,7.8,-75.04,2020s,3,True,Productos primarios,68.11
2023,Formosa,Chile,América Latina,1.47,20.64,7.12,-47.5,2020s,4,False,Productos primarios,68.11
2023,Formosa,España,Europa,1.15,20.64,5.57,-41.33,2020s,5,False,Productos primarios,68.11
2023,Formosa,Estados Unidos,América del Norte,0.93,20.64,4.51,-92.61,2020s,6,False,Productos primarios,68.11
2023,Formosa,Iraq,Asia,0.61,20.64,2.96,2950.0,2020s,7,False,Productos primarios,68.11
2023,Formosa,Perú,América Latina,0.55,20.64,2.66,-45.0,2020s,8,False,Productos primarios,68.11
2023,Formosa,México,América Latina,0.29,20.64,1.41,-91.39,2020s,9,False,Productos primarios,68.11
2023,Formosa,Italia,Europa,0.14,20.64,0.68,-87.04,2020s,10,False,Productos primarios,68.11
2023,Formosa,Paraguay,Mercosur,0.05,20.64,0.24,-81.48,2020s,11,False,Productos primarios,68.11
2024,Formosa,Resto,Otros,15.6,37.06,42.09,100.77,2020s,1,True,Productos primarios,87.1
2024,Formosa,Brasil,Mercosur,6.49,37.06,17.51,6.92,2020s,2,True,Productos primarios,87.1
2024,Formosa,Chile,América Latina,4.25,37.06,11.47,189.12,2020s,3,True,Productos primarios,87.1
2024,Formosa,China,Asia,3.78,37.06,10.2,134.78,2020s,4,False,Productos primarios,87.1
2024,Formosa,España,Europa,3.3,37.06,8.9,186.96,2020s,5,False,Productos primarios,87.1
2024,Formosa,Estados Unidos,América del Norte,1.47,37.06,3.97,58.06,2020s,6,False,Productos primarios,87.1
2024,Formosa,Perú,América Latina,1.36,37.06,3.67,147.27,2020s,7,False,Productos primarios,87.1
2024,Formosa,Paraguay,Mercosur,0.33,37.06,0.89,560.0,2020s,8,False,Productos primarios,87.1
2024,Formosa,México,América Latina,0.2,37.06,0.54,-31.03,2020s,9,False,Productos primarios,87.1
2024,Formosa,Italia,Europa,0.19,37.06,0.51,35.71,2020s,10,False,Productos primarios,87.1
2024,Formosa,Iraq,Asia,0.07,37.06,0.19,-88.52,2020s,11,False,Productos primarios,87.1
1993,Misiones,Resto,Otros,53.01,138.46,38.29,,1990s,1,True,MOA,24.37
1993,Misiones,Estados Unidos,América del Norte,38.83,138.46,28.04,,1990s,2,True,MOA,24.37
1993,Misiones,Francia,Europa,10.14,138.46,7.32,,1990s,3,True,MOA,24.37
1993,Misiones,Siria,Asia,8.75,138.46,6.32,,1990s,4,False,MOA,24.37
1993,Misiones,Chile,América Latina,7.8,138.46,5.63,,1990s,5,False,MOA,24.37
1993,Misiones,Brasil,Mercosur,7.11,138.46,5.14,,1990s,6,False,MOA,24.37
1993,Misiones,Países Bajos,Europa,6.52,138.46,4.71,,1990s,7,False,MOA,24.37
1993,Misiones,Alemania,Europa,3.15,138.46,2.28,,1990s,8,False,MOA,24.37
1993,Misiones,Bélgica,Europa,3.06,138.46,2.21,,1990s,9,False,MOA,24.37
1993,Misiones,Sudáfrica,África,0.08,138.46,0.06,,1990s,10,False,MOA,24.37
1993,Misiones,China,Asia,0.0,138.46,0.0,,1990s,11,False,MOA,24.37
1994,Misiones,Resto,Otros,65.0,155.59,41.78,22.62,1990s,1,True,MOI,22.42
1994,Misiones,Estados Unidos,América del Norte,32.44,155.59,20.85,-16.46,1990s,2,True,MOI,22.42
1994,Misiones,Francia,Europa,19.08,155.59,12.26,88.17,1990s,3,True,MOI,22.42
1994,Misiones,Brasil,Mercosur,9.8,155.59,6.3,37.83,1990s,4,False,MOI,22.42
1994,Misiones,Chile,América Latina,8.52,155.59,5.48,9.23,1990s,5,False,MOI,22.42
1994,Misiones,Países Bajos,Europa,6.12,155.59,3.93,-6.13,1990s,6,False,MOI,22.42
1994,Misiones,Siria,Asia,5.72,155.59,3.68,-34.63,1990s,7,False,MOI,22.42
1994,Misiones,Bélgica,Europa,5.37,155.59,3.45,75.49,1990s,8,False,MOI,22.42
1994,Misiones,Sudáfrica,África,1.98,155.59,1.27,2375.0,1990s,9,False,MOI,22.42
1994,Misiones,Alemania,Europa,1.55,155.59,1.0,-50.79,1990s,10,False,MOI,22.42
1994,Misiones,China,Asia,0.0,155.59,0.0,,1990s,11,False,MOI,22.42
1995,Misiones,Resto,Otros,72.54,231.56,31.33,11.6,1990s,1,True,MOI,14.62
1995,Misiones,Francia,Europa,46.26,231.56,19.98,142.45,1990s,2,True,MOI,14.62
1995,Misiones,Brasil,Mercosur,31.68,231.56,13.68,223.27,1990s,3,True,MOI,14.62
1995,Misiones,Estados Unidos,América del Norte,27.16,231.56,11.73,-16.28,1990s,4,False,MOI,14.62
1995,Misiones,Bélgica,Europa,11.88,231.56,5.13,121.23,1990s,5,False,MOI,14.62
1995,Misiones,Siria,Asia,11.18,231.56,4.83,95.45,1990s,6,False,MOI,14.62
1995,Misiones,Países Bajos,Europa,10.36,231.56,4.47,69.28,1990s,7,False,MOI,14.62
1995,Misiones,Alemania,Europa,8.34,231.56,3.6,438.06,1990s,8,False,MOI,14.62
1995,Misiones,Chile,América Latina,7.39,231.56,3.19,-13.26,1990s,9,False,MOI,14.62
1995,Misiones,Sudáfrica,África,4.7,231.56,2.03,137.37,1990s,10,False,MOI,14.62
1995,Misiones,China,Asia,0.06,231.56,0.03,,1990s,11,False,MOI,14.62
1996,Misiones,Resto,Otros,66.53,195.85,33.97,-8.29,1990s,1,True,MOI,17.68
1996,Misiones,Estados Unidos,América del Norte,37.55,195.85,19.17,38.25,1990s,2,True,MOI,17.68
1996,Misiones,Brasil,Mercosur,26.22,195.85,13.39,-17.23,1990s,3,True,MOI,17.68
1996,Misiones,Francia,Europa,20.3,195.85,10.37,-56.12,1990s,4,False,MOI,17.68
1996,Misiones,Bélgica,Europa,13.53,195.85,6.91,13.89,1990s,5,False,MOI,17.68
1996,Misiones,Siria,Asia,9.38,195.85,4.79,-16.1,1990s,6,False,MOI,17.68
1996,Misiones,Sudáfrica,África,7.98,195.85,4.07,69.79,1990s,7,False,MOI,17.68
1996,Misiones,Chile,América Latina,7.15,195.85,3.65,-3.25,1990s,8,False,MOI,17.68
1996,Misiones,Países Bajos,Europa,5.23,195.85,2.67,-49.52,1990s,9,False,MOI,17.68
1996,Misiones,Alemania,Europa,1.03,195.85,0.53,-87.65,1990s,10,False,MOI,17.68
1996,Misiones,China,Asia,0.96,195.85,0.49,1500.0,1990s,11,False,MOI,17.68
1997,Misiones,Resto,Otros,61.03,248.22,24.59,-8.27,1990s,1,True,MOI,22.53
1997,Misiones,Estados Unidos,América del Norte,56.71,248.22,22.85,51.03,1990s,2,True,MOI,22.53
1997,Misiones,Brasil,Mercosur,44.22,248.22,17.81,68.65,1990s,3,True,MOI,22.53
